date,country_id,region_id,subregion,sex,age_min,age_max,underlying_conditions,confirmed_tot,deaths_tot,hospitalized_tot
2020-03-17,US,NY,,,,,,923.0,10.0,
2020-03-17,US,NY,,,0,4,,0.0,,
2020-03-17,US,NY,,,5,17,,25.0,,
2020-03-17,US,NY,,,18,49,,457.0,,
2020-03-17,US,NY,,,50,64,,211.0,,
2020-03-17,US,NY,,,65,110,,230.0,,
2020-03-17,US,NY,,Female,,,,378.0,,
2020-03-17,US,NY,,Male,,,,536.0,,
2020-03-17,US,NY,Bronx,,,,,106.0,,
2020-03-17,US,NY,Brooklyn,,,,,236.0,,
2020-03-17,US,NY,Manhattan,,,,,290.0,,
2020-03-17,US,NY,Queens,,,,,248.0,,
2020-03-17,US,NY,Staten Island,,,,,42.0,,
2020-03-17,US,NY,Unknown,,,,,1.0,,
2020-03-18,US,NY,,,,,,2009.0,19.0,
2020-03-18,US,NY,,,0,4,,5.0,,
2020-03-18,US,NY,,,5,17,,42.0,,
2020-03-18,US,NY,,,18,49,,1034.0,,
2020-03-18,US,NY,,,50,64,,463.0,,
2020-03-18,US,NY,,,65,110,,464.0,,
2020-03-18,US,NY,,,Unknown,Unknown,,1.0,,
2020-03-18,US,NY,,,50,110,,927.0,,
2020-03-18,US,NY,,,0,50,,1081.0,,
2020-03-18,US,NY,,Female,,,,850.0,,
2020-03-18,US,NY,,Male,,,,1155.0,,
2020-03-18,US,NY,,Unknown,,,,4.0,,
2020-03-18,US,NY,Bronx,,,,,303.0,,
2020-03-18,US,NY,Brooklyn,,,,,505.0,,
2020-03-18,US,NY,Manhattan,,,,,590.0,,
2020-03-18,US,NY,Queens,,,,,533.0,,
2020-03-18,US,NY,Staten Island,,,,,77.0,,
2020-03-18,US,NY,Unknown,,,,,1.0,,
2020-03-19,US,NY,,,,,,3954.0,26.0,
2020-03-19,US,NY,,,0,4,,14.0,,
2020-03-19,US,NY,,,5,17,,94.0,,
2020-03-19,US,NY,,,18,49,,2117.0,,
2020-03-19,US,NY,,,50,64,,926.0,,
2020-03-19,US,NY,,,65,110,,800.0,,
2020-03-19,US,NY,,,Unknown,Unknown,,3.0,,
2020-03-19,US,NY,,,50,110,,1726.0,,
2020-03-19,US,NY,,,0,50,,2225.0,,
2020-03-19,US,NY,,Female,,,,1630.0,,
2020-03-19,US,NY,,Male,,,,2315.0,,
2020-03-19,US,NY,,Unknown,,,,9.0,,
2020-03-19,US,NY,Bronx,,,,,496.0,,
2020-03-19,US,NY,Brooklyn,,,,,1195.0,,
2020-03-19,US,NY,Manhattan,,,,,1038.0,,
2020-03-19,US,NY,Queens,,,,,1042.0,,
2020-03-19,US,NY,Staten Island,,,,,179.0,,
2020-03-19,US,NY,Unknown,,,,,4.0,,
2020-03-20,US,NY,,,,,,5683.0,43.0,
2020-03-20,US,NY,,,0,4,,26.0,,
2020-03-20,US,NY,,,5,17,,131.0,,
2020-03-20,US,NY,,,18,49,,3080.0,,
2020-03-20,US,NY,,,50,64,,1330.0,,
2020-03-20,US,NY,,,65,110,,1112.0,,
2020-03-20,US,NY,,,Unknown,Unknown,,4.0,,
2020-03-20,US,NY,,,50,110,,2442.0,,
2020-03-20,US,NY,,,0,50,,3237.0,,
2020-03-20,US,NY,,Female,,,,2317.0,,
2020-03-20,US,NY,,Male,,,,3355.0,,
2020-03-20,US,NY,,Unknown,,,,11.0,,
2020-03-20,US,NY,Bronx,,,,,736.0,,
2020-03-20,US,NY,Brooklyn,,,,,1740.0,,
2020-03-20,US,NY,Manhattan,,,,,1402.0,,
2020-03-20,US,NY,Queens,,,,,1514.0,,
2020-03-20,US,NY,Staten Island,,,,,285.0,,
2020-03-20,US,NY,Unknown,,,,,6.0,,
2020-03-21,US,NY,,,,,,8115.0,60.0,
2020-03-21,US,NY,,,0,4,,34.0,,
2020-03-21,US,NY,,,5,17,,189.0,,
2020-03-21,US,NY,,,18,49,,4456.0,,
2020-03-21,US,NY,,,50,64,,1929.0,,
2020-03-21,US,NY,,,65,110,,1502.0,,
2020-03-21,US,NY,,,Unknown,Unknown,,5.0,,
2020-03-21,US,NY,,,50,110,,3431.0,,
2020-03-21,US,NY,,,0,50,,4679.0,,
2020-03-21,US,NY,,Female,,,,3318.0,,
2020-03-21,US,NY,,Male,,,,4787.0,,
2020-03-21,US,NY,,Unknown,,,,10.0,,
2020-03-21,US,NY,Bronx,,,,,1071.0,,
2020-03-21,US,NY,Brooklyn,,,,,2484.0,,
2020-03-21,US,NY,Manhattan,,,,,1863.0,,
2020-03-21,US,NY,Queens,,,,,2254.0,,
2020-03-21,US,NY,Staten Island,,,,,437.0,,
2020-03-21,US,NY,Unknown,,,,,6.0,,
2020-03-22,US,NY,,,,,,10764.0,99.0,
2020-03-22,US,NY,,,0,17,,300.0,0.0,
2020-03-22,US,NY,,,18,44,,4965.0,1.0,
2020-03-22,US,NY,,,45,64,,3519.0,23.0,
2020-03-22,US,NY,,,65,74,,1150.0,20.0,
2020-03-22,US,NY,,,75,110,,825.0,55.0,
2020-03-22,US,NY,,,Unknown,Unknown,,5.0,,
2020-03-22,US,NY,,,50,110,,4585.0,,
2020-03-22,US,NY,,,0,50,,6174.0,,
2020-03-22,US,NY,,Female,,,,4522.0,39.0,
2020-03-22,US,NY,,Male,,,,6227.0,60.0,
2020-03-22,US,NY,,Unknown,,,,15.0,,
2020-03-22,US,NY,Bronx,,,,,1564.0,22.0,
2020-03-22,US,NY,Brooklyn,,,,,3154.0,22.0,
2020-03-22,US,NY,Manhattan,,,,,2324.0,17.0,
2020-03-22,US,NY,Queens,,,,,3050.0,31.0,
2020-03-22,US,NY,Staten Island,,,,,666.0,7.0,
2020-03-22,US,NY,Unknown,,,,,6.0,,
2020-03-22,US,NY,,,,,True,,87.0,
2020-03-22,US,NY,,,,,False,,7.0,
2020-03-22,US,NY,,,,,Unknown,,5.0,
2020-03-23,US,NY,,,,,,13119.0,125.0,
2020-03-23,US,NY,,,0,17,,341.0,0.0,
2020-03-23,US,NY,,,18,44,,6035.0,3.0,
2020-03-23,US,NY,,,45,64,,4343.0,31.0,
2020-03-23,US,NY,,,65,74,,1402.0,23.0,
2020-03-23,US,NY,,,75,110,,988.0,68.0,
2020-03-23,US,NY,,,Unknown,Unknown,,10.0,,
2020-03-23,US,NY,,,50,110,,5596.0,,
2020-03-23,US,NY,,,0,50,,7513.0,,
2020-03-23,US,NY,,Female,,,,5612.0,47.0,
2020-03-23,US,NY,,Male,,,,7490.0,78.0,
